order_status_id,status
1875,Canceled
1876,Out for Delivery
1877,Delivered
1878,Failed
1879,Returned
1880,Failed
1881,Processing
1882,Out for Delivery
1883,Shipped
1884,Pending
1885,Pending
1886,Delivered
1887,Confirmed
1888,Shipped
1889,Pending
1890,Out for Delivery
1891,Confirmed
1892,Returned
1893,Returned
1894,Confirmed
1895,Confirmed
1896,Returned
1897,Returned
1898,Processing
1899,Canceled
1900,Failed
1901,Confirmed
1902,Processing
1903,Pending
1904,Shipped
1905,Refunded
1906,Failed
1907,Failed
1908,Pending
1909,Returned
1910,Refunded
1911,Shipped
1912,Confirmed
1913,Confirmed
1914,Confirmed
1915,Out for Delivery
1916,Refunded
1917,Delivered
1918,Returned
1919,Pending
1920,Pending
1921,Returned
1922,Returned
1923,Canceled
1924,Shipped
1925,Out for Delivery
1926,Confirmed
1927,Refunded
1928,Processing
1929,Delivered
1930,Pending
1931,Returned
1932,Confirmed
1933,Returned
1934,Delivered
1935,Canceled
1936,Pending
1937,Delivered
1938,Failed
1939,Returned
1940,Shipped
1941,Canceled
1942,Shipped
1943,Refunded
1944,Shipped
1945,Canceled
1946,Shipped
1947,Canceled
1948,Failed
1949,Returned
1950,Failed
1951,Processing
1952,Pending
1953,Shipped
1954,Returned
1955,Confirmed
1956,Confirmed
1957,Canceled
1958,Shipped
1959,Shipped
1960,Confirmed
1961,Delivered
1962,Shipped
1963,Failed
1964,Returned
1965,Returned
1966,Delivered
1967,Out for Delivery
1968,Returned
1969,Pending
1970,Processing
1971,Delivered
1972,Confirmed
1973,Delivered
1974,Refunded
1975,Shipped
1976,Out for Delivery
1977,Confirmed
1978,Pending
1979,Canceled
1980,Processing
1981,Processing
1982,Shipped
1983,Delivered
1984,Refunded
1985,Failed
1986,Delivered
1987,Delivered
1988,Returned
1989,Refunded
1990,Returned
1991,Confirmed
1992,Pending
1993,Failed
1994,Returned
1995,Pending
1996,Returned
1997,Pending
1998,Confirmed
1999,Failed
2000,Delivered
2001,Delivered
2002,Out for Delivery
2003,Shipped
2004,Shipped
2005,Processing
2006,Returned
2007,Out for Delivery
2008,Delivered
2009,Confirmed
2010,Processing
2011,Confirmed
2012,Processing
2013,Shipped
2014,Out for Delivery
2015,Out for Delivery
2016,Confirmed
2017,Canceled
2018,Canceled
2019,Pending
2020,Canceled
2021,Out for Delivery
2022,Out for Delivery
2023,Canceled
2024,Pending
2025,Confirmed
2026,Shipped
2027,Shipped
2028,Processing
2029,Delivered
2030,Processing
2031,Failed
2032,Confirmed
2033,Processing
2034,Failed
2035,Failed
2036,Delivered
2037,Canceled
2038,Canceled
2039,Processing
2040,Failed
2041,Out for Delivery
2042,Out for Delivery
2043,Failed
2044,Delivered
2045,Canceled
2046,Out for Delivery
2047,Out for Delivery
2048,Out for Delivery
2049,Shipped
2050,Failed
2051,Failed
2052,Out for Delivery
2053,Shipped
2054,Delivered
2055,Failed
2056,Canceled
2057,Processing
2058,Pending
2059,Shipped
2060,Pending
2061,Delivered
2062,Shipped
2063,Confirmed
2064,Failed
2065,Confirmed
2066,Failed
2067,Shipped
2068,Pending
2069,Returned
2070,Processing
2071,Out for Delivery
2072,Confirmed
2073,Refunded
2074,Confirmed
2075,Pending
2076,Failed
2077,Shipped
2078,Failed
2079,Out for Delivery
2080,Pending
2081,Processing
2082,Failed
2083,Shipped
2084,Processing
2085,Confirmed
2086,Refunded
2087,Pending
2088,Delivered
2089,Failed
2090,Processing
2091,Refunded
2092,Delivered
2093,Delivered
2094,Shipped
2095,Delivered
2096,Shipped
2097,Pending
2098,Failed
2099,Failed
2100,Shipped
2101,Pending
2102,Confirmed
2103,Shipped
2104,Out for Delivery
2105,Out for Delivery
2106,Out for Delivery
2107,Failed
2108,Refunded
2109,Refunded
2110,Failed
2111,Failed
2112,Pending
2113,Refunded
2114,Failed
2115,Shipped
2116,Pending
2117,Canceled
2118,Out for Delivery
2119,Confirmed
2120,Out for Delivery
2121,Out for Delivery
2122,Pending
2123,Returned
2124,Processing
2125,Canceled
2126,Processing
2127,Confirmed
2128,Delivered
2129,Out for Delivery
2130,Canceled
2131,Pending
2132,Shipped
2133,Out for Delivery
2134,Returned
2135,Shipped
2136,Failed
2137,Canceled
2138,Pending
2139,Shipped
2140,Shipped
2141,Confirmed
2142,Shipped
2143,Refunded
2144,Refunded
2145,Processing
2146,Delivered
2147,Canceled
2148,Failed
2149,Refunded
2150,Shipped
2151,Pending
2152,Returned
2153,Delivered
2154,Processing
2155,Delivered
2156,Out for Delivery
2157,Delivered
2158,Out for Delivery
2159,Failed
2160,Delivered
2161,Returned
2162,Failed
2163,Refunded
2164,Canceled
2165,Returned
2166,Out for Delivery
2167,Canceled
2168,Out for Delivery
2169,Processing
2170,Pending
2171,Pending
2172,Out for Delivery
2173,Out for Delivery
2174,Failed
2175,Processing
2176,Delivered
2177,Out for Delivery
2178,Confirmed
2179,Failed
2180,Failed
2181,Processing
2182,Failed
2183,Out for Delivery
2184,Refunded
2185,Processing
2186,Confirmed
2187,Pending
2188,Returned
2189,Failed
2190,Out for Delivery
2191,Refunded
2192,Delivered
2193,Pending
2194,Confirmed
2195,Delivered
2196,Out for Delivery
2197,Failed
2198,Shipped
2199,Failed
2200,Processing
2201,Failed
2202,Failed
2203,Out for Delivery
2204,Out for Delivery
2205,Confirmed
2206,Out for Delivery
2207,Failed
2208,Returned
2209,Pending
2210,Canceled
2211,Confirmed
2212,Returned
2213,Canceled
2214,Shipped
2215,Confirmed
2216,Refunded
2217,Returned
2218,Canceled
2219,Failed
2220,Refunded
2221,Processing
2222,Out for Delivery
2223,Processing
2224,Canceled
2225,Failed
2226,Confirmed
2227,Confirmed
2228,Delivered
2229,Shipped
2230,Refunded
2231,Out for Delivery
2232,Confirmed
2233,Failed
2234,Processing
2235,Refunded
2236,Refunded
2237,Shipped
2238,Shipped
2239,Shipped
2240,Failed
2241,Out for Delivery
2242,Returned
2243,Refunded
2244,Refunded
2245,Shipped
2246,Returned
2247,Confirmed
2248,Pending
2249,Confirmed
2250,Shipped
2251,Confirmed
2252,Canceled
2253,Processing
2254,Processing
2255,Processing
2256,Returned
2257,Pending
2258,Shipped
2259,Processing
2260,Failed
2261,Failed
2262,Returned
2263,Failed
2264,Failed
2265,Returned
2266,Failed
2267,Processing
2268,Out for Delivery
2269,Processing
2270,Failed
2271,Shipped
2272,Out for Delivery
2273,Shipped
2274,Shipped
2275,Returned
2276,Refunded
2277,Delivered
2278,Delivered
2279,Confirmed
2280,Confirmed
2281,Pending
2282,Refunded
2283,Refunded
2284,Shipped
2285,Failed
2286,Refunded
2287,Pending
2288,Returned
2289,Returned
2290,Pending
2291,Pending
2292,Failed
2293,Processing
2294,Refunded
2295,Canceled
2296,Refunded
2297,Refunded
2298,Processing
2299,Processing
2300,Canceled
2301,Pending
2302,Refunded
2303,Canceled
2304,Failed
2305,Failed
2306,Shipped
2307,Confirmed
2308,Refunded
2309,Failed
2310,Refunded
2311,Shipped
2312,Failed
2313,Returned
2314,Returned
2315,Pending
2316,Processing
2317,Delivered
2318,Canceled
2319,Canceled
2320,Failed
2321,Delivered
2322,Refunded
2323,Delivered
2324,Shipped
2325,Processing
2326,Pending
2327,Shipped
2328,Pending
2329,Returned
2330,Out for Delivery
2331,Delivered
2332,Returned
2333,Shipped
2334,Canceled
2335,Refunded
2336,Delivered
2337,Confirmed
2338,Out for Delivery
2339,Failed
2340,Shipped
2341,Failed
2342,Delivered
2343,Refunded
2344,Canceled
2345,Returned
2346,Confirmed
2347,Canceled
2348,Confirmed
2349,Shipped
2350,Returned
2351,Canceled
2352,Processing
2353,Failed
2354,Confirmed
2355,Delivered
2356,Returned
2357,Out for Delivery
2358,Processing
2359,Processing
2360,Confirmed
2361,Pending
2362,Returned
2363,Returned
2364,Canceled
2365,Canceled
2366,Returned
2367,Refunded
2368,Out for Delivery
2369,Processing
2370,Failed
2371,Shipped
2372,Confirmed
2373,Canceled
2374,Out for Delivery
2375,Shipped
2376,Returned
2377,Failed
2378,Returned
2379,Processing
2380,Canceled
2381,Canceled
2382,Confirmed
2383,Pending
2384,Confirmed
2385,Out for Delivery
2386,Processing
2387,Failed
2388,Refunded
2389,Processing
2390,Refunded
2391,Returned
2392,Canceled
2393,Refunded
2394,Pending
2395,Out for Delivery
2396,Refunded
2397,Returned
2398,Shipped
2399,Delivered
2400,Out for Delivery
2401,Pending
2402,Shipped
2403,Delivered
2404,Refunded
2405,Out for Delivery
2406,Out for Delivery
2407,Confirmed
2408,Failed
2409,Confirmed
2410,Confirmed
2411,Delivered
2412,Processing
2413,Processing
2414,Canceled
2415,Processing
2416,Shipped
2417,Returned
2418,Out for Delivery
2419,Refunded
2420,Delivered
2421,Shipped
2422,Confirmed
2423,Out for Delivery
2424,Confirmed
2425,Refunded
2426,Confirmed
2427,Processing
2428,Canceled
2429,Out for Delivery
2430,Processing
2431,Delivered
2432,Out for Delivery
2433,Out for Delivery
2434,Out for Delivery
2435,Out for Delivery
2436,Returned
2437,Pending
2438,Pending
2439,Delivered
2440,Processing
2441,Refunded
2442,Pending
2443,Pending
2444,Out for Delivery
2445,Delivered
2446,Refunded
2447,Confirmed
2448,Returned
2449,Failed
2450,Pending
2451,Pending
2452,Out for Delivery
2453,Pending
2454,Processing
2455,Shipped
2456,Out for Delivery
2457,Refunded
2458,Refunded
2459,Processing
2460,Processing
2461,Pending
2462,Canceled
2463,Returned
2464,Processing
2465,Delivered
2466,Out for Delivery
2467,Pending
2468,Canceled
2469,Refunded
2470,Canceled
2471,Refunded
2472,Failed
2473,Refunded
2474,Out for Delivery
2475,Out for Delivery
2476,Out for Delivery
2477,Failed
2478,Processing
2479,Returned
2480,Returned
2481,Delivered
2482,Failed
2483,Refunded
2484,Shipped
2485,Out for Delivery
2486,Delivered
2487,Pending
2488,Refunded
2489,Out for Delivery
2490,Shipped
2491,Out for Delivery
2492,Shipped
2493,Delivered
2494,Refunded
2495,Pending
2496,Confirmed
2497,Returned
2498,Canceled
2499,Failed
2500,Shipped
2501,Canceled
2502,Processing
2503,Pending
2504,Refunded
2505,Failed
2506,Processing
2507,Confirmed
2508,Canceled
2509,Pending
2510,Confirmed
2511,Shipped
2512,Out for Delivery
2513,Confirmed
2514,Processing
2515,Shipped
2516,Delivered
2517,Pending
2518,Canceled
2519,Processing
2520,Out for Delivery
2521,Failed
2522,Canceled
2523,Failed
2524,Out for Delivery
2525,Returned
2526,Shipped
2527,Confirmed
2528,Canceled
2529,Failed
2530,Returned
2531,Delivered
2532,Delivered
2533,Canceled
2534,Refunded
2535,Out for Delivery
2536,Processing
2537,Shipped
2538,Pending
2539,Pending
2540,Delivered
2541,Out for Delivery
2542,Failed
2543,Confirmed
2544,Out for Delivery
2545,Pending
2546,Processing
2547,Delivered
2548,Out for Delivery
2549,Delivered
2550,Out for Delivery
2551,Returned
2552,Processing
2553,Delivered
2554,Out for Delivery
2555,Shipped
2556,Confirmed
2557,Canceled
2558,Confirmed
2559,Confirmed
2560,Failed
2561,Shipped
2562,Failed
2563,Confirmed
2564,Confirmed
2565,Refunded
2566,Failed
2567,Confirmed
2568,Failed
2569,Failed
2570,Canceled
2571,Delivered
2572,Out for Delivery
2573,Returned
2574,Canceled
2575,Shipped
2576,Shipped
2577,Confirmed
2578,Out for Delivery
2579,Delivered
2580,Returned
2581,Canceled
2582,Confirmed
2583,Returned
2584,Processing
2585,Shipped
2586,Confirmed
2587,Shipped
2588,Returned
2589,Canceled
2590,Canceled
2591,Failed
2592,Failed
2593,Confirmed
2594,Shipped
2595,Returned
2596,Refunded
2597,Canceled
2598,Shipped
2599,Failed
2600,Delivered
2601,Canceled
2602,Delivered
2603,Pending
2604,Shipped
2605,Delivered
2606,Failed
2607,Confirmed
2608,Processing
2609,Confirmed
2610,Delivered
2611,Shipped
2612,Out for Delivery
2613,Confirmed
2614,Confirmed
2615,Pending
2616,Confirmed
2617,Pending
2618,Returned
2619,Refunded
2620,Returned
2621,Failed
2622,Refunded
2623,Failed
2624,Confirmed
2625,Pending
2626,Shipped
2627,Refunded
2628,Out for Delivery
2629,Out for Delivery
2630,Canceled
2631,Confirmed
2632,Confirmed
2633,Delivered
2634,Refunded
2635,Out for Delivery
2636,Processing
2637,Out for Delivery
2638,Refunded
2639,Failed
2640,Returned
2641,Delivered
2642,Pending
2643,Refunded
2644,Shipped
2645,Failed
2646,Refunded
2647,Failed
2648,Out for Delivery
2649,Refunded
2650,Confirmed
2651,Failed
2652,Refunded
2653,Confirmed
2654,Refunded
2655,Confirmed
2656,Refunded
2657,Out for Delivery
2658,Out for Delivery
2659,Out for Delivery
2660,Refunded
2661,Pending
2662,Delivered
2663,Pending
2664,Pending
2665,Confirmed
2666,Out for Delivery
2667,Delivered
2668,Returned
2669,Processing
2670,Shipped
2671,Delivered
2672,Canceled
2673,Failed
2674,Delivered
2675,Failed
2676,Out for Delivery
2677,Pending
2678,Shipped
2679,Pending
2680,Canceled
2681,Out for Delivery
2682,Failed
2683,Delivered
2684,Processing
2685,Processing
2686,Pending
2687,Refunded
2688,Out for Delivery
2689,Returned
2690,Failed
2691,Canceled
2692,Canceled
2693,Returned
2694,Pending
2695,Shipped
2696,Out for Delivery
2697,Out for Delivery
2698,Shipped
2699,Delivered
2700,Returned
2701,Confirmed
2702,Returned
2703,Confirmed
2704,Canceled
2705,Pending
2706,Shipped
2707,Processing
2708,Canceled
2709,Delivered
2710,Out for Delivery
2711,Returned
2712,Shipped
2713,Shipped
2714,Canceled
2715,Shipped
2716,Delivered
2717,Out for Delivery
2718,Canceled
2719,Returned
2720,Delivered
2721,Out for Delivery
2722,Confirmed
2723,Pending
2724,Out for Delivery
2725,Processing
2726,Returned
2727,Out for Delivery
2728,Processing
2729,Processing
2730,Out for Delivery
2731,Delivered
2732,Shipped
2733,Out for Delivery
2734,Failed
2735,Failed
2736,Canceled
2737,Delivered
2738,Returned
2739,Delivered
2740,Refunded
2741,Failed
2742,Processing
2743,Processing
2744,Processing
2745,Shipped
2746,Delivered
2747,Processing
2748,Out for Delivery
2749,Failed
2750,Shipped
2751,Confirmed
2752,Failed
2753,Canceled
2754,Processing
2755,Out for Delivery
2756,Processing
2757,Pending
2758,Shipped
2759,Returned
2760,Refunded
2761,Pending
2762,Pending
2763,Returned
2764,Delivered
2765,Canceled
2766,Shipped
2767,Processing
2768,Refunded
2769,Pending
2770,Confirmed
2771,Shipped
2772,Returned
2773,Shipped
2774,Canceled
2775,Canceled
2776,Delivered
2777,Returned
2778,Confirmed
2779,Delivered
2780,Pending
2781,Out for Delivery
2782,Confirmed
2783,Confirmed
2784,Shipped
2785,Returned
2786,Delivered
2787,Delivered
2788,Out for Delivery
2789,Processing
2790,Shipped
2791,Pending
2792,Failed
2793,Confirmed
2794,Processing
2795,Confirmed
2796,Refunded
2797,Processing
2798,Out for Delivery
2799,Returned
2800,Delivered
2801,Processing
2802,Out for Delivery
2803,Shipped
2804,Shipped
2805,Confirmed
2806,Confirmed
2807,Refunded
2808,Canceled
2809,Refunded
2810,Confirmed
2811,Shipped
2812,Canceled
2813,Refunded
2814,Returned
2815,Processing
2816,Processing
2817,Delivered
2818,Canceled
2819,Pending
2820,Refunded
2821,Pending
2822,Refunded
2823,Refunded
2824,Shipped
2825,Returned
2826,Out for Delivery
2827,Canceled
2828,Returned
2829,Failed
2830,Returned
2831,Pending
2832,Canceled
2833,Processing
2834,Failed
2835,Delivered
2836,Refunded
2837,Processing
2838,Processing
2839,Confirmed
2840,Failed
2841,Processing
2842,Pending
2843,Returned
2844,Delivered
2845,Failed
2846,Canceled
2847,Canceled
2848,Shipped
2849,Confirmed
2850,Refunded
2851,Delivered
2852,Returned
2853,Pending
2854,Refunded
2855,Shipped
2856,Shipped
2857,Returned
2858,Confirmed
2859,Canceled
2860,Pending
2861,Delivered
2862,Shipped
2863,Confirmed
2864,Failed
2865,Confirmed
2866,Failed
2867,Shipped
2868,Failed
2869,Returned
2870,Refunded
2871,Processing
2872,Delivered
2873,Returned
2874,Returned
2875,Failed
2876,Delivered
2877,Pending
2878,Confirmed
2879,Out for Delivery
2880,Delivered
2881,Refunded
2882,Confirmed
2883,Confirmed
2884,Failed
2885,Confirmed
2886,Canceled
2887,Returned
2888,Pending
2889,Pending
2890,Canceled
2891,Confirmed
2892,Pending
2893,Out for Delivery
2894,Pending
2895,Shipped
2896,Failed
2897,Pending
2898,Pending
2899,Out for Delivery
2900,Confirmed
2901,Processing
2902,Canceled
2903,Pending
2904,Returned
2905,Pending
2906,Shipped
2907,Confirmed
2908,Delivered
2909,Processing
2910,Delivered
2911,Processing
2912,Processing
2913,Delivered
2914,Failed
2915,Delivered
2916,Processing
2917,Returned
2918,Canceled
2919,Confirmed
2920,Canceled
2921,Failed
2922,Failed
2923,Returned
2924,Canceled
2925,Delivered
2926,Refunded
2927,Pending
2928,Refunded
2929,Delivered
2930,Processing
2931,Canceled
2932,Failed
2933,Canceled
2934,Pending
2935,Processing
2936,Processing
2937,Returned
2938,Confirmed
2939,Out for Delivery
2940,Failed
2941,Canceled
2942,Out for Delivery
2943,Failed
2944,Canceled
2945,Returned
2946,Shipped
2947,Returned
2948,Failed
2949,Delivered
2950,Canceled
2951,Canceled
2952,Returned
2953,Out for Delivery
2954,Refunded
2955,Pending
2956,Failed
2957,Out for Delivery
2958,Refunded
2959,Pending
2960,Returned
2961,Failed
2962,Out for Delivery
2963,Canceled
2964,Returned
2965,Returned
2966,Processing
2967,Pending
2968,Returned
2969,Returned
2970,Canceled
2971,Confirmed
2972,Canceled
2973,Shipped
2974,Failed
2975,Failed
2976,Delivered
2977,Shipped
2978,Failed
2979,Shipped
2980,Pending
2981,Confirmed
2982,Returned
2983,Refunded
2984,Shipped
2985,Failed
2986,Failed
2987,Out for Delivery
2988,Processing
2989,Shipped
2990,Refunded
2991,Confirmed
2992,Out for Delivery
2993,Returned
2994,Refunded
2995,Confirmed
2996,Shipped
2997,Delivered
2998,Shipped
2999,Shipped
3000,Canceled
3001,Shipped
3002,Canceled
3003,Failed
3004,Pending
3005,Failed
3006,Shipped
3007,Processing
3008,Out for Delivery
3009,Pending
3010,Shipped
3011,Confirmed
3012,Processing
3013,Pending
3014,Confirmed
3015,Processing
3016,Failed
3017,Failed
3018,Pending
3019,Pending
3020,Processing
3021,Processing
3022,Pending
3023,Canceled
3024,Pending
3025,Processing
3026,Delivered
3027,Out for Delivery
3028,Failed
3029,Confirmed
3030,Failed
3031,Pending
3032,Returned
3033,Refunded
3034,Pending
3035,Processing
3036,Pending
3037,Shipped
3038,Out for Delivery
3039,Delivered
3040,Canceled
3041,Returned
3042,Delivered
3043,Returned
3044,Delivered
3045,Delivered
3046,Failed
3047,Refunded
3048,Failed
3049,Returned
3050,Returned
3051,Refunded
3052,Failed
3053,Refunded
3054,Delivered
3055,Refunded
3056,Delivered
3057,Confirmed
3058,Refunded
3059,Pending
3060,Processing
3061,Pending
3062,Out for Delivery
3063,Failed
3064,Shipped
3065,Returned
3066,Shipped
3067,Shipped
3068,Confirmed
3069,Confirmed
3070,Pending
3071,Canceled
3072,Failed
3073,Confirmed
3074,Confirmed
3075,Confirmed
3076,Delivered
3077,Refunded
3078,Failed
3079,Refunded
3080,Returned
3081,Pending
3082,Failed
3083,Returned
3084,Failed
3085,Confirmed
3086,Shipped
3087,Refunded
3088,Failed
3089,Returned
3090,Delivered
3091,Delivered
3092,Confirmed
3093,Out for Delivery
3094,Refunded
3095,Processing
3096,Returned
3097,Processing
3098,Shipped
3099,Returned
3100,Confirmed
3101,Pending
3102,Shipped
3103,Returned
3104,Shipped
3105,Canceled
3106,Confirmed
3107,Shipped
3108,Out for Delivery
3109,Failed
3110,Out for Delivery
3111,Returned
3112,Pending
3113,Confirmed
3114,Shipped
3115,Refunded
3116,Out for Delivery
3117,Shipped
3118,Delivered
3119,Processing
3120,Returned
3121,Out for Delivery
3122,Shipped
3123,Failed
3124,Pending
3125,Pending
3126,Delivered
3127,Delivered
3128,Pending
3129,Confirmed
3130,Returned
3131,Shipped
3132,Confirmed
3133,Refunded
3134,Canceled
3135,Confirmed
3136,Shipped
3137,Delivered
3138,Delivered
3139,Failed
3140,Out for Delivery
3141,Out for Delivery
3142,Canceled
3143,Canceled
3144,Pending
3145,Pending
3146,Pending
3147,Returned
3148,Processing
3149,Pending
3150,Processing
3151,Out for Delivery
3152,Delivered
3153,Processing
3154,Pending
3155,Delivered
3156,Pending
3157,Canceled
3158,Shipped
3159,Out for Delivery
3160,Returned
3161,Confirmed
3162,Failed
3163,Returned
3164,Delivered
3165,Pending
3166,Pending
3167,Out for Delivery
3168,Canceled
3169,Confirmed
3170,Confirmed
3171,Out for Delivery
3172,Refunded
3173,Confirmed
3174,Confirmed
3175,Out for Delivery
3176,Refunded
3177,Out for Delivery
3178,Processing
3179,Returned
3180,Returned
3181,Shipped
3182,Processing
3183,Out for Delivery
3184,Shipped
3185,Out for Delivery
3186,Confirmed
3187,Failed
3188,Pending
3189,Processing
3190,Returned
3191,Processing
3192,Failed
3193,Refunded
3194,Delivered
3195,Shipped
3196,Failed
3197,Out for Delivery
3198,Failed
3199,Out for Delivery
3200,Delivered
3201,Returned
3202,Canceled
3203,Confirmed
3204,Pending
3205,Failed
3206,Out for Delivery
3207,Canceled
3208,Processing
3209,Shipped
3210,Failed
3211,Delivered
3212,Shipped
3213,Pending
3214,Canceled
3215,Out for Delivery
3216,Canceled
3217,Processing
3218,Confirmed
3219,Processing
3220,Confirmed
3221,Canceled
3222,Processing
3223,Pending
3224,Processing
3225,Pending
3226,Refunded
3227,Canceled
3228,Delivered
3229,Canceled
3230,Canceled
3231,Failed
3232,Out for Delivery
3233,Refunded
3234,Canceled
3235,Out for Delivery
3236,Shipped
3237,Refunded
3238,Delivered
3239,Pending
3240,Out for Delivery
3241,Confirmed
3242,Refunded
3243,Delivered
3244,Pending
3245,Failed
3246,Failed
3247,Pending
3248,Returned
3249,Pending
3250,Shipped
3251,Pending
3252,Delivered
3253,Processing
3254,Refunded
3255,Shipped
3256,Failed
3257,Delivered
3258,Shipped
3259,Returned
3260,Delivered
3261,Returned
3262,Confirmed
3263,Pending
3264,Shipped
3265,Processing
3266,Confirmed
3267,Canceled
3268,Returned
3269,Out for Delivery
3270,Processing
3271,Confirmed
3272,Shipped
3273,Pending
3274,Pending
3275,Delivered
3276,Out for Delivery
3277,Canceled
3278,Pending
3279,Shipped
3280,Refunded
3281,Shipped
3282,Returned
3283,Delivered
3284,Canceled
3285,Confirmed
3286,Pending
3287,Returned
3288,Returned
3289,Returned
3290,Confirmed
3291,Shipped
3292,Refunded
3293,Out for Delivery
3294,Returned
3295,Processing
3296,Processing
3297,Refunded
3298,Out for Delivery
3299,Canceled
3300,Refunded
3301,Pending
3302,Confirmed
3303,Processing
3304,Out for Delivery
3305,Confirmed
3306,Processing
3307,Refunded
3308,Returned
3309,Returned
3310,Returned
3311,Shipped
3312,Processing
3313,Canceled
3314,Shipped
3315,Refunded
3316,Returned
3317,Shipped
3318,Returned
3319,Shipped
3320,Delivered
3321,Canceled
3322,Processing
3323,Failed
3324,Out for Delivery
3325,Refunded
3326,Shipped
3327,Refunded
3328,Pending
3329,Returned
3330,Failed
3331,Delivered
3332,Delivered
3333,Shipped
3334,Processing
3335,Canceled
3336,Processing
3337,Out for Delivery
3338,Out for Delivery
3339,Shipped
3340,Returned
3341,Refunded
3342,Pending
3343,Pending
3344,Refunded
3345,Delivered
3346,Out for Delivery
3347,Shipped
3348,Returned
3349,Failed
3350,Returned
3351,Shipped
3352,Canceled
3353,Shipped
3354,Canceled
3355,Pending
3356,Canceled
3357,Out for Delivery
3358,Refunded
3359,Canceled
3360,Processing
3361,Confirmed
3362,Confirmed
3363,Processing
3364,Delivered
3365,Returned
3366,Delivered
3367,Confirmed
3368,Canceled
3369,Returned
3370,Processing
3371,Confirmed
3372,Returned
3373,Delivered
3374,Out for Delivery
3375,Refunded
3376,Shipped
3377,Shipped
3378,Out for Delivery
3379,Refunded
3380,Shipped
3381,Confirmed
3382,Failed
3383,Canceled
3384,Pending
3385,Canceled
3386,Refunded
3387,Canceled
3388,Out for Delivery
3389,Pending
3390,Pending
3391,Returned
3392,Failed
3393,Pending
3394,Pending
3395,Delivered
3396,Failed
3397,Confirmed
3398,Processing
3399,Pending
3400,Out for Delivery
3401,Refunded
3402,Canceled
3403,Shipped
3404,Refunded
3405,Returned
3406,Processing
3407,Confirmed
3408,Out for Delivery
3409,Canceled
3410,Canceled
3411,Pending
3412,Shipped
3413,Returned
3414,Canceled
3415,Pending
3416,Out for Delivery
3417,Confirmed
3418,Confirmed
3419,Refunded
3420,Refunded
3421,Returned
3422,Delivered
3423,Delivered
3424,Failed
3425,Delivered
3426,Pending
3427,Returned
3428,Returned
3429,Failed
3430,Pending
3431,Refunded
3432,Canceled
3433,Returned
3434,Shipped
3435,Refunded
3436,Processing
3437,Failed
3438,Delivered
3439,Out for Delivery
3440,Returned
3441,Shipped
3442,Failed
3443,Pending
3444,Refunded
3445,Processing
3446,Processing
3447,Pending
3448,Failed
3449,Shipped
3450,Confirmed
3451,Shipped
3452,Failed
3453,Canceled
3454,Out for Delivery
3455,Pending
3456,Processing
3457,Refunded
3458,Returned
3459,Failed
3460,Delivered
3461,Returned
3462,Confirmed
3463,Delivered
3464,Confirmed
3465,Processing
3466,Canceled
3467,Shipped
3468,Failed
3469,Processing
3470,Shipped
3471,Pending
3472,Refunded
3473,Refunded
3474,Pending
3475,Refunded
3476,Processing
3477,Refunded
3478,Canceled
3479,Returned
3480,Confirmed
3481,Shipped
3482,Shipped
3483,Refunded
3484,Pending
3485,Confirmed
3486,Failed
3487,Pending
3488,Pending
3489,Delivered
3490,Refunded
3491,Returned
3492,Canceled
3493,Canceled
3494,Processing
3495,Processing
3496,Returned
3497,Shipped
3498,Failed
3499,Out for Delivery
3500,Refunded
3501,Confirmed
3502,Out for Delivery
3503,Returned
3504,Canceled
3505,Returned
3506,Canceled
3507,Canceled
3508,Returned
3509,Shipped
3510,Refunded
3511,Out for Delivery
3512,Delivered
3513,Canceled
3514,Canceled
3515,Pending
3516,Canceled
3517,Canceled
3518,Returned
3519,Refunded
3520,Out for Delivery
3521,Pending
3522,Confirmed
3523,Delivered
3524,Out for Delivery
3525,Out for Delivery
3526,Pending
3527,Confirmed
3528,Out for Delivery
3529,Pending
3530,Refunded
3531,Failed
3532,Returned
3533,Confirmed
3534,Confirmed
3535,Failed
3536,Out for Delivery
3537,Returned
3538,Confirmed
3539,Confirmed
3540,Out for Delivery
3541,Delivered
3542,Delivered
3543,Shipped
3544,Refunded
3545,Shipped
3546,Refunded
3547,Returned
3548,Pending
3549,Shipped
3550,Delivered
3551,Delivered
3552,Returned
3553,Shipped
3554,Out for Delivery
3555,Delivered
3556,Confirmed
3557,Refunded
3558,Pending
3559,Refunded
3560,Refunded
3561,Failed
3562,Pending
3563,Pending
3564,Out for Delivery
3565,Pending
3566,Confirmed
3567,Out for Delivery
3568,Out for Delivery
3569,Delivered
3570,Failed
3571,Confirmed
3572,Out for Delivery
3573,Confirmed
3574,Confirmed
3575,Processing
3576,Pending
3577,Refunded
3578,Out for Delivery
3579,Failed
3580,Pending
3581,Canceled
3582,Shipped
3583,Refunded
3584,Refunded
3585,Out for Delivery
3586,Shipped
3587,Processing
3588,Failed
3589,Pending
3590,Shipped
3591,Canceled
3592,Refunded
3593,Processing
3594,Confirmed
3595,Shipped
3596,Shipped
3597,Returned
3598,Delivered
3599,Shipped
3600,Processing
3601,Refunded
3602,Out for Delivery
3603,Canceled
3604,Returned
3605,Pending
3606,Pending
3607,Processing
3608,Returned
3609,Failed
3610,Out for Delivery
3611,Confirmed
3612,Out for Delivery
3613,Canceled
3614,Pending
3615,Delivered
3616,Out for Delivery
3617,Pending
3618,Pending
